miner,cut_type,logP_Name,logM_Name,trace_variants_P,trace_variants_M
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logP_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_19.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logP_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_19,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logM_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_19,319.0,118.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logP_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_2.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logP_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_2,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logM_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_2,175.0,82.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logP_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_20.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logP_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_20,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logM_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_20,578.0,414.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logP_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_22.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logP_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_22,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logM_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_22,466.0,418.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logP_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_23.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logP_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_23,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logM_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_23,41.0,104.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logP_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_24.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logP_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_24,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logM_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_24,149.0,64.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logP_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_25.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logP_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_25,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logM_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_25,328.0,123.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logP_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_26.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logP_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_26,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logM_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_26,862.0,716.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logP_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_27.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logP_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_27,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logM_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_27,628.0,673.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logP_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_28.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logP_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_28,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logM_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_28,828.0,609.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logP_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_29.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logP_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_29,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logM_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_29,249.0,252.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logP_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_3.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logP_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_3,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logM_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_3,20.0,14.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logP_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_30.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logP_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_30,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logM_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_30,181.0,65.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logP_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_4.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logP_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_4,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logM_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_4,647.0,303.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logP_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_6.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logP_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_6,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logM_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_6,65.0,53.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logP_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_7.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logP_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_7,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logM_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_7,188.0,21.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logP_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_9.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logP_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_9,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_1.0_Pruning_0\logM_8_Sup_1.0_Ratio_1.0_Pruning_0_Data_9,493.0,288.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_1.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_1,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logM_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_1,28.0,8.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_10.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_10,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logM_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_10,389.0,442.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_11.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_11,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logM_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_11,560.0,463.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_12.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_12,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logM_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_12,341.0,129.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_13.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_13,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logM_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_13,75.0,111.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_14.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_14,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logM_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_14,568.0,138.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_15.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_15,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logM_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_15,349.0,9.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_16.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_16,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logM_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_16,437.0,54.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_17.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_17,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logM_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_17,587.0,566.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_18.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_18,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logM_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_18,151.0,428.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_19.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_19,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logM_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_19,87.0,50.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_2.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_2,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logM_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_2,150.0,18.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_20.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_20,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logM_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_20,323.0,161.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_21.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_21,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logM_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_21,575.0,528.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_22.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_22,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logM_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_22,175.0,128.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_23.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_23,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logM_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_23,230.0,257.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_24.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_24,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logM_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_24,482.0,238.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_25.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_25,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logM_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_25,20.0,15.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_26.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_26,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logM_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_26,129.0,225.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_27.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_27,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logM_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_27,194.0,186.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_28.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_28,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logM_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_28,387.0,167.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_29.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_29,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logM_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_29,90.0,181.0
GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_3.xes,seq,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logP_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_3,GNN_partitioning\GNN_Data\seq\Data_8\Sup_1.0_Ratio_0.8_Pruning_0\logM_8_Sup_1.0_Ratio_0.8_Pruning_0_Data_3,495.0,495.0
